id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique;Type commande;supplier.is_central;Fournisseur centrale
8ba4a8a3-c76e-4d78-aaa1-8ff7d61c7329;110;;64001177;;;;03/12/2025 12:50:50;03/12/2025;03/12/2025 12:57:09;;;en attente de livraison;jnzue;jnzue;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
0e2aa6af-d32d-4254-8233-fcfa10b82d27;110;;14015224;;;;03/12/2025 12:19:13;03/12/2025;03/12/2025 12:29:47;;;en attente de livraison;jnzue;jnzue;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
98ad8409-1932-43a0-990c-71d88b79fb4e;110;;28142325;CMD LC  DU 03/12/2025;;;03/12/2025 11:54:53;03/12/2025;03/12/2025 11:56:52;;;en attente de livraison;vkouamalan;vkouamalan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
a5afd7e7-5bce-410e-9f99-7adf00b60b5d;110;;23322059;;;;03/12/2025 11:50:38;04/12/2025;03/12/2025 11:54:28;;;en attente de livraison;jnzue;jnzue;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
f0bccd4c-55f1-437b-810b-b8de957f3303;110;;27003042;CMD LC  DU 03/12/2025;;;03/12/2025 11:48:43;03/12/2025;03/12/2025 11:52:58;;;en attente de livraison;vkouamalan;vkouamalan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
6d9fb5db-026f-4bb2-9497-dbcd4ed45e99;110;;96400774;CMD LC EPICE;;;03/12/2025 11:36:23;03/12/2025;03/12/2025 12:20:14;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
4c95aed2-eb46-4adf-bb9f-0a5cebe57f01;110;;37204697;CMD LC DPH;;;03/12/2025 11:26:37;03/12/2025;03/12/2025 11:36:47;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
f7180c41-584b-40fa-8763-4a4a1fcb8b52;110;;28730921;CMD LC LIQI;;;03/12/2025 11:19:10;03/12/2025;03/12/2025 11:26:52;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
7e452e27-321c-4e52-b203-6a38ad311e77;110;;13665460;CMD LC EMBALLAGE TRAITEUR;;;03/12/2025 11:11:53;03/12/2025;03/12/2025 11:19:09;;;en attente de livraison;aglaourou;aglaourou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
e07c794e-475c-4e38-9f5d-6db6e17bc793;110;;23234225;CMD LC EPICE;;;03/12/2025 11:04:29;03/12/2025;03/12/2025 11:19:28;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;;RÉASSORT;OUI;OUI
