Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
001ed9d6-ef37-4aea-b8d6-8fc6361f8737;295;Réception (B.L. : 1100210731);1100210731;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;06/03/2026 00:00;;06/03/2026 12:17;3466.000
004cd7d8-2553-4e9b-a1c9-0a1254063fbc;295;Réception (B.L. : 1700231144);1700231144;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;09/03/2026 00:00;;09/03/2026 12:27;20.000
00719f54-c466-4ccb-87d9-78dbc958c3a2;295;Réception (B.L. : 1100210947);1100210947;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/03/2026 00:00;;07/03/2026 12:16;10.000
007493dd-e6e3-4675-994e-d0cf837136bc;295;Réception (B.L. : 1200107010);1200107010;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;24/03/2026 00:00;;24/03/2026 12:15;2.000
008257d5-83ca-499f-9b82-91ae6e6eeaeb;295;Réception (B.L. : 1800334309);1800334309;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;26/03/2026 00:00;;27/03/2026 12:49;1380.000
0082c3ef-9815-4ac0-9292-a730b6389866;295;Réception (B.L. : 1800333599);1800333599;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;24/03/2026 00:00;;24/03/2026 17:26;163.000
01009b66-80bc-47d4-8505-00a713e7e4a4;295;Réception (B.L. : 1700233616);1700233616;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;19/03/2026 00:00;;19/03/2026 23:42;6.000
01035687-fb7d-4c35-a358-aba5fd1c512d;295;Réception (B.L. : 1800332953);1800332953;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;20/03/2026 00:00;;20/03/2026 17:12;655.000
0105b482-130a-4586-b1d3-53e696e77afb;295;Réception (B.L. : 1100212335);1100212335;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;17/03/2026 00:00;;17/03/2026 12:06;16.000
01662d29-a1be-4783-a994-1d9a3b52f4ba;295;Réception (B.L. : 1200107758);1200107758;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;01/04/2026 00:00;;01/04/2026 17:15;36.000
016f4b02-916c-4073-9bb0-8cd5cd743fb4;295;Réception (B.L. : 1800336409);1800336409;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:07;1744.000
01850a86-c6ae-4a78-bdd0-56f492af605b;295;Réception (B.L. : 1700236249);1700236249;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;02/04/2026 00:00;;02/04/2026 12:36;4253.000
01985377-3a4e-4965-a4a9-adf59fd9b345;295;Réception (B.L. : 1700232977);1700232977;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;17/03/2026 00:00;;18/03/2026 00:05;102.000
01ce298e-001a-4e4d-936b-fb919b962379;295;Réception (B.L. : 1800336408);1800336408;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 00:06;176.500
01d9d861-b916-478c-8eb7-18cdf873a74d;295;Réception (B.L. : 1100214374);1100214374;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;27/03/2026 00:00;;27/03/2026 12:23;9.000
01f0562b-d9f1-40aa-9ece-c5d7e0be431f;295;Réception (B.L. : 1800337118);1800337118;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;08/04/2026 12:47;302.000
02052302-e3b2-4f3c-baed-60fcd606f3ba;295;Réception (B.L. : 1700237334);1700237334;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;08/04/2026 00:00;;08/04/2026 12:19;15.000
0231f413-e654-4b41-8ed5-21dca1081e9a;295;Réception (B.L. : 1700235413);1700235413;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;30/03/2026 00:00;;30/03/2026 12:34;18.000
024e9125-2330-4d88-b637-8fd233928991;295;Réception (B.L. : 1100215264);1100215264;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;02/04/2026 00:00;;02/04/2026 12:23;10.000
02cfdf5e-9929-463e-b3e1-a8e9d7225251;295;Réception (B.L. : 1700229926);1700229926;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/03/2026 00:00;;03/03/2026 12:32;284.000
02de42ac-8ff0-46fb-9078-15e53edba214;295;Réception (B.L. : 1700235093);1700235093;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;27/03/2026 00:00;;27/03/2026 12:39;6.000
02fd3321-dd73-45bb-a3aa-3e38b0fc1f7b;295;Réception (B.L. : 1800332289);1800332289;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;18/03/2026 00:00;;19/03/2026 13:08;13.600
030ca560-2474-4c1f-a1b9-12deaa45b12f;295;Réception (B.L. : 1200107755);1200107755;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;01/04/2026 00:00;;01/04/2026 17:12;461.000
