Id;Magasin;Nom affiché;N° bon livraison;Type réception;Fournisseur;Commande fournisseur;Statut commande;Validée;Date réception;Date création;Date validation;Quantité totale;Valorisation HT;Valorisation TTC
0018f429-0b75-4125-a19b-83ba5a393e4c;281;Réception (B.L. : 1700235076);1700235076;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;27/03/2026 00:00;;27/03/2026 12:22;0.000
001902dd-e986-4d70-8a75-744a2b293d36;294;Réception (B.L. : 1700233210);1700233210;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;18/03/2026 00:00;;18/03/2026 12:24;72.000
001f1432-906e-47fd-bdde-693f7a3b2db4;281;Réception (B.L. : 1100214300);1100214300;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;27/03/2026 00:00;;27/03/2026 12:14;216.000
0058dd22-a3b6-4604-a109-d8cb8c75e730;281;Réception (B.L. : 1100213019);1100213019;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;20/03/2026 00:00;;20/03/2026 12:00;1620.000
005dd1c2-1865-4712-a87e-24f7573f7ea6;120;Réception (B.L. : 1700231960);1700231960;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;11/03/2026 00:00;;11/03/2026 17:02;30.000
00a6116d-8013-4e18-8bef-93a0dd9c971b;120;Réception (B.L. : 1100211506);1100211506;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;11/03/2026 00:00;;11/03/2026 12:17;3.000
00bb7a42-5bca-442a-a2fa-55d11302e873;120;Réception (B.L. : 1700232309);1700232309;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/03/2026 00:00;;13/03/2026 12:20;310.000
00da1ff9-042d-49d2-b4af-892ad93dbb7d;120;Réception (B.L. : 1700230570);1700230570;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;05/03/2026 00:00;;05/03/2026 12:15;576.000
00df8cc0-5e65-4308-836a-ae57e4cb582b;120;Réception (B.L. : 1800336619);1800336619;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;06/04/2026 00:00;;06/04/2026 12:37;90.000
00e47978-4652-490e-997e-cca3c675e300;120;Réception (B.L. : 1800330967);1800330967;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;13/03/2026 00:00;;13/03/2026 17:14;70.000
00e4b376-0aa4-4e70-b65b-5b52a4c7bc2a;294;Réception (B.L. : 1100210372);1100210372;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;04/03/2026 00:00;;04/03/2026 12:15;3690.000
00e8c4cb-6aee-49da-b85e-a00f7f64796d;120;Réception (B.L. : 1800331730);1800331730;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;17/03/2026 00:00;;17/03/2026 17:14;0.000
00f19847-0586-4586-8604-160c9608a495;120;Réception (B.L. : 1700233911);1700233911;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;21/03/2026 00:00;;21/03/2026 12:19;2313.000
00f349f8-4c3d-4f08-baf6-3523be13674d;120;Réception (B.L. : 1800328724);1800328724;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;05/03/2026 00:00;;05/03/2026 17:20;71.000
0102950d-b36d-4694-96a6-3a07bfc93b65;294;Réception (B.L. : 1700230159);1700230159;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;04/03/2026 00:00;;04/03/2026 12:26;208.000
012f6a30-ca85-4844-a4b3-b08e5389b2f1;294;Réception (B.L. : 1100212566);1100212566;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;18/03/2026 00:00;;18/03/2026 12:15;4962.000
01336a94-3823-491c-b2bb-e8e31d07f524;120;Réception (B.L. : 1800332224);1800332224;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;18/03/2026 00:00;;19/03/2026 12:56;1261.400
015366f3-df30-4f18-b3c8-46bded639030;281;Réception (B.L. : 1800335062);1800335062;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;30/03/2026 00:00;;31/03/2026 12:18;75.000
01627b4d-b9f9-4ca4-941c-96f0a0ebd4af;281;Réception (B.L. : 1800328915);1800328915;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;05/03/2026 00:00;;06/03/2026 12:39;0.000
016e5a99-322c-4a7e-a1aa-a2d0250f7528;294;Réception (B.L. : 1800334851);1800334851;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;29/03/2026 00:00;;30/03/2026 12:28;1180.000
016fad3e-6a4c-4d81-bb82-362ce18e6046;120;Réception (B.L. : 1100211608);1100211608;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;12/03/2026 00:00;;12/03/2026 12:15;102.000
0170fd51-6d4e-47b5-9b21-a81738cb449f;120;Réception (B.L. : 1800329453);1800329453;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;09/03/2026 00:00;;09/03/2026 12:46;409.200
0190db7b-0544-497e-818d-660ffcd06e43;120;Réception (B.L. : 1700231217);1700231217;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;09/03/2026 00:00;;09/03/2026 12:20;2383.000
01979346-ef19-443a-b3bc-999790737dc6;120;Réception (B.L. : 1800336034);1800336034;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;02/04/2026 00:00;;03/04/2026 12:43;2036.100
01dd480f-ff40-4648-97c4-f08ff640a0d5;120;Réception (B.L. : 1800328089);1800328089;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/03/2026 00:00;;03/03/2026 17:30;19.000
01ed2031-d9e0-493f-b3de-0bef4b9a7b03;294;Réception (B.L. : 1800336948);1800336948;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;06/04/2026 00:00;;07/04/2026 12:23;29.680
0200c584-b17c-44e3-84c0-a9e9951b2528;120;Réception (B.L. : 1100211415);1100211415;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;11/03/2026 00:00;;11/03/2026 12:12;6.000
02258b26-da11-44c9-8d0b-bf4a5a3d37f0;281;Réception (B.L. : 1800334641);1800334641;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;27/03/2026 00:00;;27/03/2026 23:40;1.000
022a458f-faea-4a68-b274-0d2339af71ef;281;Réception (B.L. : 1800336375);1800336375;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;04/04/2026 01:32;24.290
02399f33-9dae-4bfb-9683-1e2557ca1d07;281;Réception (B.L. : 1800333666);1800333666;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;24/03/2026 00:00;;25/03/2026 12:51;817.400
025c47f7-4fa7-412b-aaa3-62c8cbeb320b;294;Réception (B.L. : 1800332154);1800332154;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;18/03/2026 00:00;;18/03/2026 17:06;57.500
02a4d010-88aa-4ea7-961a-a34f216460e2;281;Réception (B.L. : 1700234083);1700234083;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;23/03/2026 00:00;;23/03/2026 12:34;0.000
02b628d5-6d0e-4142-8a34-0a380d796c14;120;Réception (B.L. : 1100216040);1100216040;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;07/04/2026 00:00;;07/04/2026 12:22;18.000
031c3520-4863-4c04-b119-e92a028f3db8;281;Réception (B.L. : 1100211425);1100211425;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;11/03/2026 00:00;;11/03/2026 12:12;2622.000
03231c21-3ff9-44e5-b15c-979aad5d098b;120;Réception (B.L. : 1100215481);1100215481;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/04/2026 00:00;;03/04/2026 12:16;72.000
03260d89-36d2-4eeb-ac0a-cd8addd08d02;281;Réception (B.L. : 1800328218);1800328218;;FOURNISSEUR CENTRALE;;Pas de commande associée;O;03/03/2026 00:00;;03/03/2026 17:16;0.000
