pos_id;pos_name;collected_at;id;created_at;updated_at;entry_type_value;entry_type_label;entry_type_detail_type;entry_type_detail_text;status_value;status_label;username;report;shop_reference;shop_name
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;42a7f292-9de6-4729-9886-ca30a0da728d;2026-04-08T23:11:02.373113;2026-04-08T23:11:02.373128;30;import de données;department;département;1;en cours;interne;;416;CASH IVOIRE U LATRILLE
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;3055b0f4-1941-47c7-81a0-ae3bbd24ae78;2026-04-08T23:11:02.359012;2026-04-08T23:11:02.359032;30;import de données;department;département;1;en cours;interne;;415;CASH IVOIRE U M'BADON
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;1d576b85-e490-46cd-a690-99c93263c0ac;2026-04-08T23:11:02.338295;2026-04-08T23:11:02.338311;30;import de données;department;département;1;en cours;interne;;414;CASH IVOIRE U PORT-BOUËT
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;8de69374-3dde-4b39-b7d8-a14858747c01;2026-04-08T23:11:02.320281;2026-04-08T23:11:02.320296;30;import de données;department;département;1;en cours;interne;;412;CASH IVOIRE DOKUI
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;4dfeb7a9-b324-4eb9-ab59-47ae9355a1b1;2026-04-08T23:11:02.304160;2026-04-08T23:11:02.304175;30;import de données;department;département;1;en cours;interne;;371;CASH IVOIRE ANANERAIE
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;71eedd80-3503-4dbb-a349-efeee5ed3043;2026-04-08T23:11:02.287781;2026-04-08T23:11:02.287795;30;import de données;department;département;1;en cours;interne;;361;CASH IVOIRE ABOBO
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;c9b21aad-afc9-47f4-9653-cde1ea483781;2026-04-08T17:12:02.242282;2026-04-08T17:12:02.401330;30;import de données;delivery;livraison;2;succès;interne;Import livraison: | fin intégration: (c9b21aad-afc9-47f4-9653-cde1ea483781) | fichier: /srv/import/412/Fac_412_00337318.LC | 4 lignes formatées | 0 lignes en erreurs | 4 lignes crées | 0 lignes mises à jour | 0 lignes supprimées;412;CASH IVOIRE DOKUI
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;61fbc6db-bccb-42cd-a69a-c7a14e86aa10;2026-04-08T17:12:02.251279;2026-04-08T17:12:02.344441;30;import de données;delivery;livraison;2;succès;interne;Import livraison: | fin intégration: (61fbc6db-bccb-42cd-a69a-c7a14e86aa10) | fichier: /srv/import/415/Fac_415_00337314.LC | 2 lignes formatées | 0 lignes en erreurs | 2 lignes crées | 0 lignes mises à jour | 0 lignes supprimées;415;CASH IVOIRE U M'BADON
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;6be17516-f584-4442-947f-015470200fde;2026-04-08T17:11:02.259947;2026-04-08T17:11:02.474950;30;import de données;delivery;livraison;2;succès;interne;Import livraison: | fin intégration: (6be17516-f584-4442-947f-015470200fde) | fichier: /srv/import/415/Fac_415_00337313.LC | 3 lignes formatées | 0 lignes en erreurs | 3 lignes crées | 0 lignes mises à jour | 0 lignes supprimées;415;CASH IVOIRE U M'BADON
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;30d69686-56dc-4448-ab63-c63c6d26e564;2026-04-08T17:11:02.247738;2026-04-08T17:11:02.443781;30;import de données;delivery;livraison;0;erreur;interne;Extrait du rapport d'import: | 4 lignes crées | 0 lignes mises à jour | 0 lignes supprimées | 2026-04-08 12:25:02,224 fichier present: (['Fac_416_00337283.LC'] - delivery) dans /srv/import/416/ | 2026-04-08 12:25:02,225 11 lignes lu dans le fichier /srv/import/416/Fac_416_00337283.LC | 2026-04-08 12:25:02,225 lancement intégration: (9f1e639f-cff1-4882-852d-08cdb4eadfc8) | 2026-04-08 12:25:02,539 fin intégration: (9f1e639f-cff1-4882-852d-08cdb4eadfc8) | fichier: /srv/import/416/Fac_416_00337283.LC | 11 lignes formatées | 0 lignes en erreurs | 11 lignes crées | 0 lignes mises à jour | 0 lignes supprimées | 2026-04-08 17:11:02,244 fichier present: (['Fac_412_00337318.LC', 'Fac_412_00108214.LC'] - delivery) dans /srv/import/412/ | 2026-04-08 17:11:02,247 2 lignes lu dans le fichier /srv/import/412/Fac_412_00108214.LC | 2026-04-08 17:11:02,247 lancement intégration: (30d69686-56dc-4448-ab63-c63c6d26e564) | 2026-04-08 17:11:02,258 fichier present: (['Fac_415_00337314.LC', 'Fac_415_00337313.LC'] - delivery) dans /srv/import/415/ | 2026-04-08 17:11:02,259 3 lignes lu dans le fichier /srv/import/415/Fac_415_00337313.LC | 2026-04-08 17:11:02,259 lancement intégration: (6be17516-f584-4442-947f-015470200fde) | 2026-04-08 17:11:02,407 {'product': [ErrorDetail(string='Ce champ ne peut être nul.', code='null')]} - [L100721232CLAVIER FIL KC06 FR V2 NOIR ACCSUP 00000995880000100000001000000000010000000422676000006900000 3615993747411 00000000000009958802554251] | 2026-04-08 17:11:02,415 fin intégration: (30d69686-56dc-4448-ab63-c63c6d26e564) | fichier: /srv/import/412/Fac_412_00108214.LC | 2 lignes formatées | 1 lignes en erreurs | 1 lignes crées | 0 lignes mises à jour | 0 lignes supprimées;412;CASH IVOIRE DOKUI
pos16;POS 16;2026-04-09T18:57:00.908497+00:00;9f1e639f-cff1-4882-852d-08cdb4eadfc8;2026-04-08T12:25:02.226219;2026-04-08T12:25:02.540996;30;import de données;delivery;livraison;2;succès;interne;Import livraison: | fin intégration: (9f1e639f-cff1-4882-852d-08cdb4eadfc8) | fichier: /srv/import/416/Fac_416_00337283.LC | 11 lignes formatées | 0 lignes en erreurs | 11 lignes crées | 0 lignes mises à jour | 0 lignes supprimées;416;CASH IVOIRE U LATRILLE
